"","n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica","cena","kat_cenowa"
"650",3,66,5136,1974,3,4,"Krzyki",338976,"1. bardzo tanie"
"651",3,97,5979,1910,1,4,"Stare Miasto",579963,"3. drogie"
"652",4,83.32,5161,1985,9,11,"Krzyki",430014.52,"1. bardzo tanie"
"653",2,53,5377,2009,0,0,"Fabryczna",284981,"2. tanie"
"654",2,54,7130,2014,3,4,"Fabryczna",385020,"4. bardzo drogie"
"655",3,63.25,3763,2015,2,2,"Krzyki",238009.75,"1. bardzo tanie"
"656",4,84.5,5300,2002,1,3,"Krzyki",447850,"2. tanie"
"657",3,60.96,5300,2002,2,3,"Krzyki",323088,"2. tanie"
"658",3,63,5794,1930,3,3,"Srodmiescie",365022,"2. tanie"
"659",3,56.71,6242,2017,1,4,"Krzyki",353983.82,"3. drogie"
"660",3,63,5556,1980,8,11,"Krzyki",350028,"2. tanie"
"661",4,88,4943,2011,3,3,"Krzyki",434984,"1. bardzo tanie"
"662",2,57,5246,2000,0,0,"Fabryczna",299022,"1. bardzo tanie"
"663",3,55,6273,1978,3,4,"Stare Miasto",345015,"3. drogie"
"664",4,85,6941,1993,3,5,"Stare Miasto",589985,"4. bardzo drogie"
"665",3,55.74,6189,1970,3,4,"Stare Miasto",344974.86,"3. drogie"
"666",3,72,5139,1864,0,0,"Stare Miasto",370008,"1. bardzo tanie"
"667",2,57.17,6384,1900,0,0,"Stare Miasto",364973.28,"3. drogie"
"668",2,46,9326,1925,0,0,"Stare Miasto",428996,"4. bardzo drogie"
"669",3,56,6161,1974,2,4,"Stare Miasto",345016,"3. drogie"
"670",4,90,5322,1998,0,0,"Krzyki",478980,"2. tanie"
"671",3,58,5690,2005,1,4,"Krzyki",330020,"2. tanie"
"672",2,37,7243,1964,1,4,"Fabryczna",267991,"4. bardzo drogie"
"673",3,58,5517,1986,4,4,"Krzyki",319986,"2. tanie"
"674",2,46,6283,1975,2,4,"Krzyki",289018,"3. drogie"
"675",2,45,6333,2006,1,4,"Fabryczna",284985,"3. drogie"
"676",3,61,5885,2005,5,8,"Psie Pole",358985,"3. drogie"
"677",4,78,5256,1980,4,4,"Fabryczna",409968,"1. bardzo tanie"
"678",5,95,5295,2013,2,2,"Krzyki",503025,"1. bardzo tanie"
"679",5,83,5349,2013,2,2,"Krzyki",443967,"2. tanie"
"680",4,93,5323,2013,2,2,"Krzyki",495039,"2. tanie"
"681",3,76.4,5105,1930,0,0,"Srodmiescie",390022,"1. bardzo tanie"
"682",2,57,5789,2003,2,10,"Krzyki",329973,"2. tanie"
"683",4,90,5222,2005,3,3,"Fabryczna",469980,"1. bardzo tanie"
"684",3,54,6667,1980,1,4,"Krzyki",360018,"4. bardzo drogie"
"685",2,55,7218,2009,6,7,"Krzyki",396990,"4. bardzo drogie"
"686",2,53,6962,2009,2,10,"Psie Pole",368986,"4. bardzo drogie"
"687",3,62,6758,1936,0,0,"Fabryczna",418996,"4. bardzo drogie"
"688",3,59,6949,2002,3,3,"Krzyki",409991,"4. bardzo drogie"
"689",3,68.76,6050,2004,5,5,"Krzyki",415998,"3. drogie"
"690",4,112,4107,1900,0,0,"Krzyki",459984,"1. bardzo tanie"
"691",2,58,6034,1900,4,4,"Krzyki",349972,"3. drogie"
"692",1,29,9138,2015,2,2,"Fabryczna",265002,"4. bardzo drogie"
"693",4,93,5323,2004,2,3,"Krzyki",495039,"2. tanie"
"694",4,107,5178,2010,2,3,"Krzyki",554046,"1. bardzo tanie"
"695",2,47,5532,1980,2,4,"Fabryczna",260004,"2. tanie"
"696",3,57.1,5690,1978,0,0,"Psie Pole",324899,"2. tanie"
"697",4,98.9,5460,2001,3,3,"Krzyki",539994,"2. tanie"
"698",2,43,5930,2002,4,8,"Psie Pole",254990,"3. drogie"
"699",3,124,8863,2004,4,5,"Stare Miasto",1099012,"4. bardzo drogie"
"700",3,81,8395,2014,3,3,"Srodmiescie",679995,"4. bardzo drogie"
"701",5,86,5465,2002,3,3,"Krzyki",469990,"2. tanie"
"702",3,58.95,5751,1903,3,5,"Krzyki",339021.45,"2. tanie"
"703",2,50,6780,2000,3,4,"Krzyki",339000,"4. bardzo drogie"
"704",2,50,5780,2001,5,8,"Psie Pole",289000,"2. tanie"
"705",4,73,6164,1960,4,4,"Krzyki",449972,"3. drogie"
"706",2,54.5,6604,1992,2,4,"Krzyki",359918,"3. drogie"
"707",4,63.4,5836,2011,1,3,"Fabryczna",370002.4,"3. drogie"
"708",3,70,5000,1930,0,0,"Krzyki",350000,"1. bardzo tanie"
"709",3,71,5493,1930,3,5,"Krzyki",390003,"2. tanie"
"710",2,45.83,6764,2005,1,4,"Krzyki",309994.12,"4. bardzo drogie"
"711",3,80,5375,1993,1,6,"Stare Miasto",430000,"2. tanie"
"712",3,55,6345,1995,4,4,"Stare Miasto",348975,"3. drogie"
"713",3,55.74,6459,1970,3,4,"Stare Miasto",360024.66,"3. drogie"
"714",3,53.9,6494,1975,2,4,"Fabryczna",350026.6,"3. drogie"
"715",3,67,5955,2011,0,0,"Fabryczna",398985,"3. drogie"
"716",2,43.8,6621,2009,1,4,"Krzyki",289999.8,"3. drogie"
"717",3,47,6702,1986,10,10,"Krzyki",314994,"4. bardzo drogie"
"718",3,61.05,4586,1935,1,3,"Krzyki",279975.3,"1. bardzo tanie"
"719",3,75,7053,2003,6,6,"Srodmiescie",528975,"4. bardzo drogie"
"720",3,37,7432,1980,11,11,"Fabryczna",274984,"4. bardzo drogie"
"721",3,57,6123,1999,5,5,"Krzyki",349011,"3. drogie"
"722",3,64.1,5913,2010,2,3,"Psie Pole",379023.3,"3. drogie"
"723",3,90,5211,2007,2,2,"Krzyki",468990,"1. bardzo tanie"
"724",3,84.55,5074,1900,3,4,"Stare Miasto",429006.7,"1. bardzo tanie"
"725",3,68,5162,1993,0,0,"Srodmiescie",351016,"1. bardzo tanie"
"726",4,97,5464,1940,3,4,"Srodmiescie",530008,"2. tanie"
"727",2,38,9211,2012,0,0,"Krzyki",350018,"4. bardzo drogie"
"728",4,77,5844,2004,3,4,"Fabryczna",449988,"3. drogie"
"729",3,53.05,6880,1930,0,0,"Stare Miasto",364984,"4. bardzo drogie"
"730",2,58,5690,2000,1,2,"Psie Pole",330020,"2. tanie"
"731",2,47,6170,1970,4,4,"Srodmiescie",289990,"3. drogie"
"732",4,75,5187,1993,9,9,"Fabryczna",389025,"1. bardzo tanie"
"733",3,64,6016,1993,3,7,"Fabryczna",385024,"3. drogie"
"734",4,92,4120,1930,5,5,"Srodmiescie",379040,"1. bardzo tanie"
"735",1,72.4,5511,2008,3,4,"Fabryczna",398996.4,"2. tanie"
"736",5,96,5729,1996,4,4,"Stare Miasto",549984,"2. tanie"
"737",2,45.83,8990,2010,1,3,"Srodmiescie",412011.7,"4. bardzo drogie"
