"","n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica","cena","kat_cenowa"
"4740",2,38,5658,1980,4,4,"Psie Pole",215004,"2. tanie"
"4741",2,50.97,6474,1930,2,4,"Srodmiescie",329979.78,"3. drogie"
"4742",7,187,4626,2000,1,1,"Krzyki",865062,"1. bardzo tanie"
"4743",4,116.56,5748,2005,0,0,"Krzyki",669986.88,"2. tanie"
"4744",3,47,7638,1969,9,11,"Stare Miasto",358986,"4. bardzo drogie"
"4745",3,107.91,6997,2012,0,0,"Krzyki",755046.27,"4. bardzo drogie"
"4746",2,45,6333,1970,2,4,"Fabryczna",284985,"3. drogie"
"4747",4,96,4323,1890,0,0,"Krzyki",415008,"1. bardzo tanie"
"4748",1,41,8780,1935,1,3,"Stare Miasto",359980,"4. bardzo drogie"
"4749",2,64.66,9047,1935,1,3,"Stare Miasto",584979.02,"4. bardzo drogie"
"4750",3,74,7676,2007,1,4,"Krzyki",568024,"4. bardzo drogie"
"4751",3,55.13,6349,2016,1,2,"Krzyki",350020.37,"3. drogie"
"4752",3,90.46,4975,2016,2,2,"Krzyki",450038.5,"1. bardzo tanie"
"4753",4,107,6252,2010,2,3,"Krzyki",668964,"3. drogie"
"4754",4,111.1,6697,2001,6,6,"Stare Miasto",744036.7,"4. bardzo drogie"
"4755",3,52.5,5242,2016,0,0,"Psie Pole",275205,"1. bardzo tanie"
"4756",3,67.4,5242,2016,0,0,"Psie Pole",353310.8,"1. bardzo tanie"
"4757",3,70,7429,2004,3,7,"Fabryczna",520030,"4. bardzo drogie"
"4758",5,110,4991,2004,3,3,"Krzyki",549010,"1. bardzo tanie"
"4759",1,68.61,4883,2016,2,2,"Krzyki",335022.63,"1. bardzo tanie"
"4760",2,49.5,5394,2008,1,3,"Fabryczna",267003,"2. tanie"
"4761",2,38.28,5500,2015,1,3,"Krzyki",210540,"2. tanie"
"4762",2,67.8,4941,2003,6,7,"Psie Pole",334999.8,"1. bardzo tanie"
"4763",3,64,11258,2016,1,4,"Stare Miasto",720512,"4. bardzo drogie"
"4764",1,27,7000,1990,0,0,"Krzyki",189000,"4. bardzo drogie"
"4765",3,61.05,4586,1932,0,0,"Krzyki",279975.3,"1. bardzo tanie"
"4766",1,32,6094,1995,1,6,"Srodmiescie",195008,"3. drogie"
"4767",4,85,8224,1930,0,0,"Srodmiescie",699040,"4. bardzo drogie"
"4768",3,123,4244,1910,3,4,"Srodmiescie",522012,"1. bardzo tanie"
"4769",2,40,5725,1989,4,10,"Krzyki",229000,"2. tanie"
"4770",4,93.26,5683,1960,0,0,"Srodmiescie",529996.58,"2. tanie"
"4771",2,85,4224,2001,3,3,"Psie Pole",359040,"1. bardzo tanie"
"4772",3,98,8357,1913,1,2,"Krzyki",818986,"4. bardzo drogie"
"4773",3,82.68,6313,2015,1,4,"Krzyki",521958.84,"3. drogie"
"4774",2,41.81,8778,1930,2,4,"Stare Miasto",367008.18,"4. bardzo drogie"
"4775",3,61.05,4586,1930,1,3,"Krzyki",279975.3,"1. bardzo tanie"
"4776",4,55,5091,1930,2,2,"Psie Pole",280005,"1. bardzo tanie"
"4777",5,106,4236,1930,3,4,"Krzyki",449016,"1. bardzo tanie"
"4778",3,55,5400,2016,0,0,"Psie Pole",297000,"2. tanie"
"4779",2,70.7,5200,2016,0,0,"Psie Pole",367640,"1. bardzo tanie"
"4780",3,85.4,5200,2016,3,6,"Psie Pole",444080,"1. bardzo tanie"
"4781",2,50,5700,2001,5,9,"Psie Pole",285000,"2. tanie"
"4782",5,106,4236,1930,3,4,"Krzyki",449016,"1. bardzo tanie"
"4783",3,62,4516,1932,1,2,"Krzyki",279992,"1. bardzo tanie"
"4784",3,56,6232,1970,4,4,"Stare Miasto",348992,"3. drogie"
"4785",3,57.5,5624,2016,1,3,"Krzyki",323380,"2. tanie"
"4786",2,66.75,8390,1935,1,3,"Stare Miasto",560032.5,"4. bardzo drogie"
"4787",4,98.9,5460,2001,3,3,"Krzyki",539994,"2. tanie"
"4788",2,41.5,5036,1980,3,4,"Fabryczna",208994,"1. bardzo tanie"
"4789",3,52.2,5197,2016,0,0,"Krzyki",271283.4,"1. bardzo tanie"
"4790",1,36.6,5994,2016,1,2,"Krzyki",219380.4,"3. drogie"
"4791",3,84.2,4601,2016,4,4,"Fabryczna",387404.2,"1. bardzo tanie"
"4792",4,85,5400,2016,2,2,"Krzyki",459000,"2. tanie"
"4793",3,65.7,5594,2016,2,2,"Krzyki",367525.8,"2. tanie"
"4794",4,82.4,8252,2008,1,3,"Krzyki",679964.8,"4. bardzo drogie"
"4795",4,100.85,6299,2016,2,3,"Krzyki",635254.15,"3. drogie"
"4796",1,32.4,5833,2005,10,10,"Psie Pole",188989.2,"3. drogie"
"4797",2,36,5861,1987,3,3,"Fabryczna",210996,"3. drogie"
"4798",1,21,7381,1900,1,3,"Krzyki",155001,"4. bardzo drogie"
"4799",2,45.1,5521,1905,5,5,"Srodmiescie",248997.1,"2. tanie"
"4800",4,106,11321,2012,3,3,"Krzyki",1200026,"4. bardzo drogie"
"4801",4,107.2,4198,2009,1,2,"Krzyki",450025.6,"1. bardzo tanie"
"4802",3,63.4,4968,1983,0,0,"Fabryczna",314971.2,"1. bardzo tanie"
"4803",3,63.4,4968,1984,0,0,"Fabryczna",314971.2,"1. bardzo tanie"
"4804",3,80,6125,2012,1,3,"Krzyki",490000,"3. drogie"
"4805",4,93.3,5600,2014,2,3,"Srodmiescie",522480,"2. tanie"
"4806",4,103.5,5800,2014,2,3,"Srodmiescie",600300,"3. drogie"
"4807",5,110,5355,2003,3,4,"Srodmiescie",589050,"2. tanie"
"4808",3,66,6288,2013,2,4,"Krzyki",415008,"3. drogie"
"4809",3,74,4324,1930,2,2,"Srodmiescie",319976,"1. bardzo tanie"
"4810",3,50,5700,1970,7,10,"Krzyki",285000,"2. tanie"
"4811",5,106,4340,2005,3,3,"Krzyki",460040,"1. bardzo tanie"
"4812",3,74,5392,2000,0,0,"Krzyki",399008,"2. tanie"
"4813",2,44,5659,2010,6,10,"Fabryczna",248996,"2. tanie"
"4814",2,46,5152,1905,4,4,"Stare Miasto",236992,"1. bardzo tanie"
"4815",2,57.3,3473,1910,3,4,"Fabryczna",199002.9,"1. bardzo tanie"
"4816",4,110.8,5054,2003,2,2,"Krzyki",559983.2,"1. bardzo tanie"
"4817",3,70,8129,2007,0,0,"Psie Pole",569030,"4. bardzo drogie"
"4818",3,52,7481,2007,2,4,"Srodmiescie",389012,"4. bardzo drogie"
"4819",3,50.7,5325,1956,1,4,"Srodmiescie",269977.5,"2. tanie"
"4820",3,52,5577,1998,4,4,"Srodmiescie",290004,"2. tanie"
"4821",2,62,4500,2005,2,2,"Krzyki",279000,"1. bardzo tanie"
"4822",3,60,4483,1989,2,10,"Krzyki",268980,"1. bardzo tanie"
"4823",3,55,6545,1995,4,4,"Stare Miasto",359975,"3. drogie"
"4824",3,80,4750,2010,2,4,"Stare Miasto",380000,"1. bardzo tanie"
"4825",1,25,9400,2010,4,4,"Stare Miasto",235000,"4. bardzo drogie"
"4826",3,53,4698,1970,3,4,"Krzyki",248994,"1. bardzo tanie"
"4827",1,38,5526,1905,4,5,"Srodmiescie",209988,"2. tanie"
"4828",3,60,4000,1950,3,3,"Fabryczna",240000,"1. bardzo tanie"
"4829",3,89.25,7283,1930,3,5,"Srodmiescie",650007.75,"4. bardzo drogie"
"4830",2,41.5,6482,1975,6,10,"Fabryczna",269003,"3. drogie"
"4831",3,59,6610,1910,1,4,"Srodmiescie",389990,"3. drogie"
"4832",3,98,4439,1989,2,3,"Psie Pole",435022,"1. bardzo tanie"
"4833",4,63,4270,1989,4,4,"Fabryczna",269010,"1. bardzo tanie"
"4834",3,62,6113,2008,2,3,"Psie Pole",379006,"3. drogie"
"4835",2,51.45,9116,1935,1,4,"Stare Miasto",469018.2,"4. bardzo drogie"
"4836",2,66.75,8764,1935,1,4,"Stare Miasto",584997,"4. bardzo drogie"
"4837",2,62,5806,1998,0,0,"Fabryczna",359972,"3. drogie"
"4838",5,104,6250,1935,1,2,"Srodmiescie",650000,"3. drogie"
"4839",4,92,4337,1930,3,3,"Fabryczna",399004,"1. bardzo tanie"
"4840",2,41,5732,2011,1,2,"Psie Pole",235012,"2. tanie"
"4841",2,47.6,6933,1978,1,4,"Krzyki",330010.8,"4. bardzo drogie"
"4842",3,90,4332,2009,2,2,"Psie Pole",389880,"1. bardzo tanie"
"4843",3,87.66,7415,1973,2,4,"Stare Miasto",649998.9,"4. bardzo drogie"
"4844",3,76,10092,2011,9,9,"Stare Miasto",766992,"4. bardzo drogie"
"4845",3,64,5969,1996,3,4,"Krzyki",382016,"3. drogie"
"4846",4,93,5538,2004,2,3,"Krzyki",515034,"2. tanie"
"4847",3,61,4998,1985,5,10,"Fabryczna",304878,"1. bardzo tanie"
"4848",3,85.7,7118,2012,3,3,"Srodmiescie",610012.6,"4. bardzo drogie"
"4849",3,83,6494,2001,0,0,"Psie Pole",539002,"3. drogie"
"4850",2,48.4,5475,2010,3,5,"Fabryczna",264990,"2. tanie"
"4851",2,46.38,7762,2004,2,3,"Fabryczna",360001.56,"4. bardzo drogie"
"4852",2,52,5750,2009,1,3,"Fabryczna",299000,"2. tanie"
"4853",2,37,6730,1977,0,0,"Krzyki",249010,"4. bardzo drogie"
"4854",1,38,6579,2003,4,6,"Krzyki",250002,"3. drogie"
"4855",3,86,4407,1950,2,5,"Krzyki",379002,"1. bardzo tanie"
"4856",2,42,6905,1970,1,4,"Fabryczna",290010,"4. bardzo drogie"
"4857",2,40,5975,1975,2,4,"Krzyki",239000,"3. drogie"
"4858",2,52,4998,1930,1,4,"Krzyki",259896,"1. bardzo tanie"
"4859",3,48,6042,1970,3,10,"Stare Miasto",290016,"3. drogie"
"4860",2,51,4412,1930,4,5,"Krzyki",225012,"1. bardzo tanie"
"4861",2,54,5093,1950,1,4,"Srodmiescie",275022,"1. bardzo tanie"
"4862",3,64,4672,1989,1,7,"Fabryczna",299008,"1. bardzo tanie"
"4863",2,42,5238,1970,4,10,"Krzyki",219996,"1. bardzo tanie"
"4864",2,73,4384,1930,3,4,"Stare Miasto",320032,"1. bardzo tanie"
"4865",2,41.5,6385,1995,2,2,"Krzyki",264977.5,"3. drogie"
"4866",2,66,4848,1930,2,4,"Srodmiescie",319968,"1. bardzo tanie"
"4867",4,96,3438,1930,1,4,"Krzyki",330048,"1. bardzo tanie"
"4868",3,72,4694,1930,3,4,"Srodmiescie",337968,"1. bardzo tanie"
"4869",2,35,6143,1985,5,10,"Krzyki",215005,"3. drogie"
"4870",5,130,4846,1930,4,4,"Krzyki",629980,"1. bardzo tanie"
"4871",3,93,9677,2012,3,3,"Srodmiescie",899961,"4. bardzo drogie"
"4872",3,74,5946,2008,1,2,"Krzyki",440004,"3. drogie"
"4873",2,64,5000,1950,2,3,"Srodmiescie",320000,"1. bardzo tanie"
"4874",1,42,5238,1930,0,0,"Srodmiescie",219996,"1. bardzo tanie"
"4875",4,63,6587,2011,3,3,"Fabryczna",414981,"3. drogie"
"4876",4,105,5000,1900,1,2,"Srodmiescie",525000,"1. bardzo tanie"
"4877",4,126,5516,1910,2,4,"Krzyki",695016,"2. tanie"
"4878",2,72,5542,2009,5,5,"Fabryczna",399024,"2. tanie"
"4879",2,58,5690,2000,1,2,"Psie Pole",330020,"2. tanie"
"4880",3,57.63,5986,2012,4,4,"Fabryczna",344973.18,"3. drogie"
"4881",3,69.6,4670,1915,3,4,"Psie Pole",325032,"1. bardzo tanie"
"4882",4,84.1,5900,2017,0,0,"Fabryczna",496190,"3. drogie"
"4883",4,105.7,5265,2017,0,0,"Fabryczna",556510.5,"1. bardzo tanie"
"4884",2,45.1,5825,2017,1,3,"Fabryczna",262707.5,"3. drogie"
"4885",3,60.5,5950,2017,1,3,"Fabryczna",359975,"3. drogie"
"4886",4,64,6078,2011,1,4,"Fabryczna",388992,"3. drogie"
"4887",3,61.1,5400,2016,2,2,"Psie Pole",329940,"2. tanie"
"4888",2,45.8,5325,2016,0,0,"Psie Pole",243885,"2. tanie"
"4889",3,55.5,5300,2016,2,2,"Psie Pole",294150,"2. tanie"
"4890",5,159.75,9377,2015,0,0,"Srodmiescie",1497975.75,"4. bardzo drogie"
"4891",3,51.8,5116,1970,0,0,"Stare Miasto",265008.8,"1. bardzo tanie"
"4892",3,73,4932,1985,0,0,"Fabryczna",360036,"1. bardzo tanie"
"4893",2,38.9,6050,2017,1,3,"Fabryczna",235345,"3. drogie"
"4894",3,61.07,5715,1965,11,11,"Stare Miasto",349015.05,"2. tanie"
"4895",2,40.9,5300,2016,1,2,"Psie Pole",216770,"2. tanie"
"4896",2,39,6538,1970,8,10,"Stare Miasto",254982,"3. drogie"
"4897",4,64,5469,1977,3,4,"Fabryczna",350016,"2. tanie"
"4898",2,55.66,5388,1950,1,4,"Srodmiescie",299896.08,"2. tanie"
"4899",3,88.97,4270,1930,1,4,"Srodmiescie",379901.9,"1. bardzo tanie"
"4900",3,65,5385,1930,1,4,"Stare Miasto",350025,"2. tanie"
"4901",2,32.4,5154,1930,0,0,"Krzyki",166989.6,"1. bardzo tanie"
"4902",2,39.9,6266,1970,6,10,"Stare Miasto",250013.4,"3. drogie"
"4903",4,70.7,5725,2016,3,3,"Fabryczna",404757.5,"2. tanie"
"4904",3,56.3,5722,2016,2,3,"Fabryczna",322148.6,"2. tanie"
"4905",2,46.9,5850,2016,1,3,"Fabryczna",274365,"3. drogie"
"4906",2,38.9,6050,2016,1,3,"Fabryczna",235345,"3. drogie"
"4907",3,55.6,5175,2016,2,2,"Psie Pole",287730,"1. bardzo tanie"
"4908",2,46.6,5075,2016,1,2,"Psie Pole",236495,"1. bardzo tanie"
"4909",2,40.9,5125,2016,2,2,"Psie Pole",209612.5,"1. bardzo tanie"
"4910",2,46.63,5300,2017,1,3,"Krzyki",247139,"2. tanie"
"4911",4,80.6,5980,2016,2,4,"Krzyki",481988,"3. drogie"
"4912",3,53.8,5929,2016,3,4,"Krzyki",318980.2,"3. drogie"
"4913",3,59,5797,2016,0,0,"Krzyki",342023,"2. tanie"
"4914",2,38.6,6300,2016,1,4,"Krzyki",243180,"3. drogie"
"4915",1,26.3,6084,1970,9,10,"Fabryczna",160009.2,"3. drogie"
"4916",2,45,5533,1930,4,5,"Srodmiescie",248985,"2. tanie"
"4917",2,40,5500,1970,3,10,"Stare Miasto",220000,"2. tanie"
"4918",2,40,5975,1970,3,4,"Srodmiescie",239000,"3. drogie"
"4919",4,82,5000,1930,1,4,"Fabryczna",410000,"1. bardzo tanie"
"4920",2,53,4698,1996,7,7,"Krzyki",248994,"1. bardzo tanie"
"4921",3,54,5278,1980,4,5,"Srodmiescie",285012,"1. bardzo tanie"
"4922",2,60,5167,1930,1,2,"Srodmiescie",310020,"1. bardzo tanie"
"4923",2,39,5615,1988,3,4,"Stare Miasto",218985,"2. tanie"
"4924",4,190.7,4504,2015,0,0,"Fabryczna",858912.8,"1. bardzo tanie"
"4925",3,72,5347,1970,2,4,"Fabryczna",384984,"2. tanie"
"4926",2,46.4,7543,2004,2,3,"Fabryczna",349995.2,"4. bardzo drogie"
"4927",3,73,4932,1980,0,0,"Fabryczna",360036,"1. bardzo tanie"
"4928",4,92.94,5326,2004,2,3,"Krzyki",494998.44,"2. tanie"
"4929",1,32,6219,1993,1,5,"Srodmiescie",199008,"3. drogie"
"4930",3,48,5604,1970,10,11,"Krzyki",268992,"2. tanie"
"4931",2,60,5832,1930,0,0,"Stare Miasto",349920,"3. drogie"
"4932",2,50,5900,2001,5,8,"Psie Pole",295000,"3. drogie"
"4933",3,63,5397,2005,3,3,"Krzyki",340011,"2. tanie"
"4934",3,57,6579,1996,1,7,"Stare Miasto",375003,"3. drogie"
"4935",4,96.53,6164,2007,3,3,"Krzyki",595010.92,"3. drogie"
"4936",2,53,6700,2005,2,7,"Stare Miasto",355100,"4. bardzo drogie"
"4937",1,20,9000,1966,0,0,"Krzyki",180000,"4. bardzo drogie"
"4938",4,97.7,6336,2008,2,2,"Srodmiescie",619027.2,"3. drogie"
"4939",2,38,5474,1978,4,4,"Psie Pole",208012,"2. tanie"
"4940",1,26,7500,1970,4,10,"Krzyki",195000,"4. bardzo drogie"
"4941",6,93,5591,1930,1,2,"Srodmiescie",519963,"2. tanie"
"4942",3,68.5,6861,2013,0,0,"Krzyki",469978.5,"4. bardzo drogie"
"4943",2,50,6380,1992,1,4,"Srodmiescie",319000,"3. drogie"
"4944",3,48,5623,1939,0,0,"Psie Pole",269904,"2. tanie"
"4945",2,47,5426,1989,4,10,"Srodmiescie",255022,"2. tanie"
"4946",4,63,4746,1985,4,4,"Psie Pole",298998,"1. bardzo tanie"
"4947",6,93,5591,1930,1,2,"Srodmiescie",519963,"2. tanie"
"4948",7,185,6757,1930,0,0,"Krzyki",1250045,"4. bardzo drogie"
"4949",3,103,4466,1930,4,4,"Srodmiescie",459998,"1. bardzo tanie"
"4950",3,72,8319,2003,2,2,"Psie Pole",598968,"4. bardzo drogie"
"4951",4,101.15,4538,2006,4,4,"Krzyki",459018.7,"1. bardzo tanie"
"4952",4,100,7990,1935,1,2,"Srodmiescie",799000,"4. bardzo drogie"
"4953",6,93,5591,1930,1,1,"Srodmiescie",519963,"2. tanie"
"4954",2,54.4,5239,2009,4,5,"Fabryczna",285001.6,"1. bardzo tanie"
"4955",3,54,4815,1977,4,4,"Psie Pole",260010,"1. bardzo tanie"
"4956",2,42.56,5992,2011,4,4,"Fabryczna",255019.52,"3. drogie"
"4957",3,48,6563,1980,3,10,"Fabryczna",315024,"3. drogie"
"4958",2,48.52,6698,2007,1,4,"Krzyki",324986.96,"4. bardzo drogie"
"4959",3,64,4969,2007,3,3,"Krzyki",318016,"1. bardzo tanie"
"4960",3,73.46,6262,2010,0,0,"Krzyki",460006.52,"3. drogie"
"4961",3,53,6000,1891,3,3,"Srodmiescie",318000,"3. drogie"
"4962",2,57,4298,1991,5,5,"Srodmiescie",244986,"1. bardzo tanie"
"4963",4,117.9,11450,2000,4,5,"Stare Miasto",1349955,"4. bardzo drogie"
"4964",2,51,9608,1930,3,4,"Stare Miasto",490008,"4. bardzo drogie"
"4965",3,55,5000,1989,3,4,"Fabryczna",275000,"1. bardzo tanie"
"4966",3,97,5351,1910,1,4,"Srodmiescie",519047,"2. tanie"
"4967",3,62,5000,2004,0,0,"Fabryczna",310000,"1. bardzo tanie"
"4968",3,53,5472,1980,3,4,"Psie Pole",290016,"2. tanie"
"4969",4,91.07,5919,2007,4,4,"Krzyki",539043.33,"3. drogie"
"4970",2,50,6380,1930,3,4,"Stare Miasto",319000,"3. drogie"
"4971",2,62,4500,2004,2,2,"Krzyki",279000,"1. bardzo tanie"
"4972",4,82.4,8240,2009,1,3,"Krzyki",678976,"4. bardzo drogie"
"4973",3,83.75,6209,2007,3,3,"Krzyki",520003.75,"3. drogie"
"4974",3,66,5833,1960,4,4,"Krzyki",384978,"3. drogie"
"4975",4,127,3929,1900,2,4,"Krzyki",498983,"1. bardzo tanie"
"4976",2,40,6000,1970,2,10,"Stare Miasto",240000,"3. drogie"
"4977",3,77,4481,1930,1,4,"Krzyki",345037,"1. bardzo tanie"
"4978",3,54,5741,1970,1,10,"Fabryczna",310014,"2. tanie"
"4979",3,52.6,5894,1994,4,4,"Fabryczna",310024.4,"3. drogie"
"4980",3,91.35,3798,2014,2,3,"Psie Pole",346947.3,"1. bardzo tanie"
"4981",3,93.08,3598,2014,2,3,"Psie Pole",334901.84,"1. bardzo tanie"
"4982",3,97.29,3698,2014,2,3,"Psie Pole",359778.42,"1. bardzo tanie"
"4983",3,99.78,3498,2014,2,3,"Psie Pole",349030.44,"1. bardzo tanie"
"4984",4,64,5781,2011,1,3,"Fabryczna",369984,"2. tanie"
"4985",4,77.26,5665,2016,3,2,"Krzyki",437677.9,"2. tanie"
"4986",3,73.19,5613,2016,1,2,"Krzyki",410815.47,"2. tanie"
"4987",3,55.06,5665,2016,1,2,"Krzyki",311914.9,"2. tanie"
"4988",2,48.18,5974,2016,1,2,"Krzyki",287827.32,"3. drogie"
"4989",2,48.19,5400,2016,0,0,"Krzyki",260226,"2. tanie"
"4990",4,134.63,4865,1910,2,3,"Krzyki",654974.95,"1. bardzo tanie"
"4991",2,42,5690,1989,3,4,"Srodmiescie",238980,"2. tanie"
"4992",3,46,5196,1989,1,4,"Krzyki",239016,"1. bardzo tanie"
"4993",5,319.5,13678,2006,4,6,"Stare Miasto",4370121,"4. bardzo drogie"
"4994",3,98,4990,2009,4,4,"Fabryczna",489020,"1. bardzo tanie"
"4995",3,94,3936,1930,0,0,"Srodmiescie",369984,"1. bardzo tanie"
"4996",2,44.5,6180,2005,2,2,"Krzyki",275010,"3. drogie"
"4997",2,41,5829,1960,3,4,"Fabryczna",238989,"3. drogie"
"4998",3,63.5,6220,1998,1,4,"Srodmiescie",394970,"3. drogie"
"4999",4,98.3,10885,1912,0,0,"Srodmiescie",1069995.5,"4. bardzo drogie"
"5000",3,82,5488,1910,0,0,"Srodmiescie",450016,"2. tanie"
"5001",2,54,4981,1930,3,4,"Srodmiescie",268974,"1. bardzo tanie"
"5002",3,83,4807,1930,2,4,"Fabryczna",398981,"1. bardzo tanie"
"5003",3,59,5068,1930,0,0,"Krzyki",299012,"1. bardzo tanie"
"5004",3,65.7,5190,2016,0,0,"Krzyki",340983,"1. bardzo tanie"
"5005",5,95,4579,1998,3,3,"Krzyki",435005,"1. bardzo tanie"
"5006",2,30,5933,2005,3,3,"Fabryczna",177990,"3. drogie"
"5007",2,58,12069,2008,3,3,"Krzyki",700002,"4. bardzo drogie"
"5008",2,55,4455,1986,2,2,"Fabryczna",245025,"1. bardzo tanie"
"5009",3,85.5,4433,1925,1,4,"Srodmiescie",379021.5,"1. bardzo tanie"
"5010",2,72,4583,1930,2,4,"Stare Miasto",329976,"1. bardzo tanie"
"5011",2,56.93,6183,1989,4,5,"Srodmiescie",351998.19,"3. drogie"
"5012",4,87.8,5911,2012,1,4,"Krzyki",518985.8,"3. drogie"
"5013",4,60,4833,1930,1,2,"Krzyki",289980,"1. bardzo tanie"
"5014",2,59.6,4279,1912,0,0,"Psie Pole",255028.4,"1. bardzo tanie"
"5015",4,64,5781,2011,1,3,"Fabryczna",369984,"2. tanie"
"5016",1,26,6538,1989,8,10,"Krzyki",169988,"3. drogie"
"5017",4,70.8,4942,1991,2,4,"Krzyki",349893.6,"1. bardzo tanie"
"5018",2,52,5558,2012,1,3,"Psie Pole",289016,"2. tanie"
"5019",3,64,6234,2006,0,0,"Krzyki",398976,"3. drogie"
"5020",2,59,6525,1900,4,4,"Krzyki",384975,"3. drogie"
"5021",3,62,6935,1900,3,4,"Krzyki",429970,"4. bardzo drogie"
"5022",3,54,5370,1975,3,4,"Fabryczna",289980,"2. tanie"
"5023",2,46,6087,1970,0,0,"Krzyki",280002,"3. drogie"
"5024",3,94,7660,2009,1,4,"Fabryczna",720040,"4. bardzo drogie"
"5025",2,38,5495,1980,4,4,"Psie Pole",208810,"2. tanie"
"5026",3,58,5000,1991,1,4,"Krzyki",290000,"1. bardzo tanie"
"5027",3,65,5615,1991,4,5,"Srodmiescie",364975,"2. tanie"
"5028",3,54,5093,1970,2,10,"Fabryczna",275022,"1. bardzo tanie"
"5029",3,73.8,3916,1987,1,1,"Fabryczna",289000.8,"1. bardzo tanie"
"5030",2,62,4823,1932,3,4,"Srodmiescie",299026,"1. bardzo tanie"
"5031",2,48.5,6100,2006,1,3,"Fabryczna",295850,"3. drogie"
"5032",3,94,5106,1930,1,5,"Krzyki",479964,"1. bardzo tanie"
"5033",2,56,5625,1956,2,5,"Stare Miasto",315000,"2. tanie"
"5034",2,37,6973,2011,1,2,"Psie Pole",258001,"4. bardzo drogie"
"5035",4,93,6022,2004,2,2,"Krzyki",560046,"3. drogie"
"5036",2,48,6667,1980,4,4,"Stare Miasto",320016,"4. bardzo drogie"
"5037",2,54.97,6622,2015,0,0,"Krzyki",364011.34,"3. drogie"
"5038",4,72,4153,1996,2,4,"Psie Pole",299016,"1. bardzo tanie"
"5039",3,76.05,16963,2016,6,6,"Stare Miasto",1290036.15,"4. bardzo drogie"
"5040",3,84.78,14036,2016,5,6,"Stare Miasto",1189972.08,"4. bardzo drogie"
"5041",2,47,6915,2005,4,6,"Krzyki",325005,"4. bardzo drogie"
"5042",2,51,5275,1930,3,5,"Srodmiescie",269025,"1. bardzo tanie"
"5043",1,35,5000,1930,2,5,"Srodmiescie",175000,"1. bardzo tanie"
"5044",3,48,5188,1970,4,10,"Krzyki",249024,"1. bardzo tanie"
"5045",4,92,6087,2004,2,2,"Krzyki",560004,"3. drogie"
"5046",2,40,6975,1979,1,4,"Srodmiescie",279000,"4. bardzo drogie"
"5047",3,95,6263,2004,0,0,"Krzyki",594985,"3. drogie"
"5048",2,48,5000,1980,3,4,"Psie Pole",240000,"1. bardzo tanie"
"5049",2,38,6000,1930,0,0,"Krzyki",228000,"3. drogie"
"5050",2,36.4,6181,1977,2,10,"Srodmiescie",224988.4,"3. drogie"
"5051",2,50,5560,1970,3,4,"Stare Miasto",278000,"2. tanie"
"5052",4,87.8,5797,2011,1,3,"Krzyki",508976.6,"2. tanie"
"5053",3,60,6500,1980,6,10,"Fabryczna",390000,"3. drogie"
"5054",3,91,4890,2013,3,5,"Srodmiescie",444990,"1. bardzo tanie"
"5055",3,87,4950,2013,3,5,"Srodmiescie",430650,"1. bardzo tanie"
"5056",2,44,6591,2009,1,3,"Krzyki",290004,"3. drogie"
"5057",4,84,4950,2013,3,5,"Srodmiescie",415800,"1. bardzo tanie"
"5058",4,91.19,4885,2013,3,5,"Srodmiescie",445463.15,"1. bardzo tanie"
"5059",3,62,5629,1910,4,4,"Krzyki",348998,"2. tanie"
"5060",2,38,7026,2009,1,4,"Fabryczna",266988,"4. bardzo drogie"
"5061",2,37,4027,1930,1,2,"Krzyki",148999,"1. bardzo tanie"
"5062",2,49,6102,2001,9,11,"Psie Pole",298998,"3. drogie"
"5063",3,46,6630,1970,8,10,"Krzyki",304980,"3. drogie"
"5064",3,54,4667,1970,3,10,"Krzyki",252018,"1. bardzo tanie"
"5065",3,90,3322,1930,1,4,"Srodmiescie",298980,"1. bardzo tanie"
"5066",4,95.34,5140,2016,1,2,"Krzyki",490047.6,"1. bardzo tanie"
"5067",3,82.12,4417,2013,3,3,"Krzyki",362724.04,"1. bardzo tanie"
"5068",4,94.59,5199,2013,3,3,"Krzyki",491773.41,"1. bardzo tanie"
"5069",2,35,5429,1973,5,10,"Fabryczna",190015,"2. tanie"
"5070",3,89,9382,2005,3,4,"Stare Miasto",834998,"4. bardzo drogie"
"5071",2,64.3,3872,1930,4,5,"Srodmiescie",248969.6,"1. bardzo tanie"
"5072",2,50,6400,1992,2,6,"Stare Miasto",320000,"3. drogie"
"5073",3,53,4887,1970,4,10,"Krzyki",259011,"1. bardzo tanie"
"5074",3,52.6,5494,1994,4,4,"Fabryczna",288984.4,"2. tanie"
"5075",2,38,5474,2000,4,4,"Psie Pole",208012,"2. tanie"
"5076",2,45.77,6314,2016,0,0,"Krzyki",288991.78,"3. drogie"
"5077",2,51,5451,1950,0,0,"Srodmiescie",278001,"2. tanie"
"5078",2,39.45,6677,2016,0,0,"Fabryczna",263407.65,"4. bardzo drogie"
"5079",3,64,4828,1980,0,0,"Stare Miasto",308992,"1. bardzo tanie"
"5080",2,38,6974,2010,1,4,"Fabryczna",265012,"4. bardzo drogie"
"5081",3,61,6230,1961,10,11,"Krzyki",380030,"3. drogie"
"5082",3,97.29,4317,1930,2,5,"Fabryczna",420000.93,"1. bardzo tanie"
"5083",2,49,5388,1905,2,4,"Krzyki",264012,"2. tanie"
"5084",2,39,6128,2007,7,7,"Srodmiescie",238992,"3. drogie"
